87670,3814,9102,34590,2334,14990,7700,54.87,54,8.02,2,6
28100,49990,18430,22670,245.3,760.1,2597,64,99.91,11.57,1,1
22750,54600,18610,32010,256.5,804.8,2660,63.89,99.91,11.84,2,1
16860,54850,17260,25780,227.7,693.2,2400,61.61,99.91,11.47,2,4
31390,32060,24940,12830,379.4,1191,3809,60.67,55.17,6.17,2,2
25110,47110,19750,20270,275.4,875.5,2862,63.89,99.95,11.67,2,1
12060,61590,10430,23380,162.1,479.2,1451,64.17,100.03,10.9,1,2
78250,7249,12410,41270,2072,13290,7531,63.6,73.83,9.35,1,6
49090,22310,28230,25780,656.7,2524,5619,59.2,55.09,6.04,2,3
9741,57000,12420,22420,178.9,570.7,1747,61.86,72.7,8.85,2,4
16680,50950,17710,29910,279.5,950,2690,61.69,72.54,8.9,2,3
36690,30250,27170,21640,482,1720,4650,59.44,55.56,6.07,2,2
47900,22750,28300,24630,638.8,2435,5538,59.27,55.21,6.05,2,3
91910,7305,6009,68470,3353,27140,7763,58.8,100.26,13.49,1,6
9763,50630,12890,31780,266.5,1148,2282,62.28,72.54,8.16,2,2
15590,50310,17290,28140,261.2,915.1,2608,62.07,73.33,8.83,2,3
45800,34360,28710,28120,387.2,1303,4414,61.56,54,6.16,1,1
85480,7277,6020,47060,3168,28240,7897,58.01,99.87,14.23,2,6
86590,7228,6026,41840,3111,26270,7926,57.64,99.72,13.35,2,6
58180,21690,26510,31850,711.4,3256,6012,58.9,54,6.99,2,5
45430,30300,29080,24200,454.9,1535,4714,61.2,54.51,6.06,1,5
42950,33990,27950,20210,366.1,1208,4207,62.14,54.08,6.29,1,1
96910,7305,6014,69650,3944,35750,7974,59.4,74.89,11.46,1,6
22270,51260,18340,23230,255.9,789.7,2615,63.82,99.87,11.89,2,1
40440,37070,24850,17990,327.7,1005,3604,62.9,54.16,6.6,1,1
27260,34980,22620,12640,327.7,972.2,3299,61.01,55.48,6.51,2,2
12860,61910,11900,34530,151.2,573.2,1692,64.21,73.64,9.37,1,1
14190,60340,10920,36090,158.6,761.4,1737,63.08,74.07,9.58,1,5
86890,3814,8990,34910,2379,15130,7699,56.75,54.16,7.55,2,6
20420,58060,17240,38430,241.8,750.1,2451,64.03,99.95,11.88,2,1
105400,7305,6009,63790,3580,27450,7795,53.86,54.47,8.75,1,6
61940,18870,25690,34880,800.8,3796,6321,58.49,54,6.91,2,5
48610,23280,28060,23380,631.1,2472,5538,59.79,55.64,6.02,2,3
34760,43270,23560,33930,393.3,1391,3837,62.91,99.79,12.23,2,5
18130,62840,14160,37720,193.4,541.7,1913,62.46,99.95,12.68,1,1
50600,33200,27590,29830,418.8,1568,4550,60.31,53.92,6.62,1,5
55010,22410,28070,31510,655.4,2752,5810,60.6,54.04,6.4,2,5
23200,51550,20960,38100,281.3,936.6,3066,60.83,100.26,10.56,2,4
57830,21520,26810,33570,704.3,3179,5986,58.9,54.04,6.84,2,5
12460,66260,10560,37690,180.6,569,1540,64.68,100.03,11.56,1,2
54300,25690,28680,34560,592.5,2291,5457,61.37,54.66,5.67,1,5
44720,33360,28940,24130,382.4,1293,4430,60.22,54.43,6.54,1,1
26250,46690,21900,33240,337.3,1152,3390,61.98,99.6,10.99,2,3
48520,22530,28310,24940,643.3,2467,5571,59.26,55.17,5.89,2,3
29640,32880,23910,12260,354,1072,3558,60.83,55.05,6.29,2,2
21950,52890,18190,25810,251.8,776,2583,63.81,99.99,11.9,2,1
36690,29060,28820,18410,434,1472,4613,59.2,55.68,6.12,2,4
66290,14520,26870,30740,959.5,3868,6587,61.82,100.19,8.93,2,3
29740,39960,19880,15720,300.3,934.7,2934,63.64,54.43,6.31,1,2
30780,41690,23410,25910,374.5,1256,3684,61.61,99.72,10.81,2,3
15030,53220,14730,19640,226,675.9,2095,61.87,99.79,11.27,2,2
65270,15720,27260,32410,922.2,3659,6487,61.55,100.34,9.05,2,3
14740,47020,17430,27490,264.2,982.8,2689,61.98,72.7,8.77,2,3
29510,42910,23020,26800,362.5,1213,3592,61.6,99.83,10.95,2,3
54670,22840,28060,30060,647.7,2716,5774,60.67,54.04,6.5,2,5
34280,29480,26590,15050,444.4,1557,4407,60.01,55.48,6.16,2,2
79710,7305,7547,52290,2449,17360,7667,63.79,99.79,11.98,1,6
42530,32790,27870,19950,418.2,1408,4417,62.74,54.35,6.22,2,1
23540,36130,20530,11800,294.9,880.6,2958,61.25,55.29,6.65,2,2
48540,22790,28330,26910,645.2,2470,5576,59.04,55.17,5.94,2,3
40800,30250,28380,18260,426.7,1502,4584,62.14,54.43,6.14,2,1
48590,22320,28310,25660,651.6,2488,5590,59.2,55.09,5.95,2,3
17560,52310,17110,21450,228.3,697.2,2385,61.64,100.34,11.09,2,4
48870,28690,29740,31920,510.4,1932,5241,61.81,54.43,6.01,2,1
14140,59930,14040,31690,206.7,673.7,2018,64.08,73.83,9.68,2,1
12140,57620,10790,18760,167.9,492.1,1501,63.06,100.03,10.89,1,2
11910,66350,10020,33190,163.3,495.8,1421,64.71,100.15,11.33,1,2
55720,32980,29860,35050,413.9,1456,4733,59.03,53.88,7.26,1,1
33250,30780,27050,14350,334.3,1086,3961,60.57,54.51,5.39,1,2
25880,58230,16730,38590,237.7,700.3,2346,62.85,100.03,12.6,1,5
48330,33300,27430,26510,411.5,1500,4457,60.65,53.92,6.74,1,5
15510,52720,15070,19540,230.1,684.3,2144,61.87,100.42,11.05,2,2
100400,7305,6177,64560,3069,21290,7734,57.35,54.04,7.62,1,6
38440,39510,24630,30460,429.8,1550,4136,63.06,99.83,12.02,2,5
18610,50980,17200,21060,249.4,769.6,2464,61.95,99.87,10.9,2,2
30980,54440,18580,32870,237.7,723.5,2579,61.79,100.07,12.57,1,1
84000,7228,6856,41270,2527,18870,7843,57.99,73.56,11.12,2,6
16980,50850,16040,18630,235.9,717.7,2282,61.86,99.76,11.07,2,2
85890,7277,6020,48030,3263,28710,7914,59.08,99.83,13.31,2,6
33220,31780,26150,13420,319.9,1079,3842,61.94,54.43,5.62,1,2
51570,20180,29570,27050,663.1,2480,5780,58.84,55.13,5.85,2,4
12410,58970,10760,20350,165,490,1496,63.74,100.03,10.75,1,2
40200,29800,29640,24010,461.6,1639,4907,58.96,55.41,6.14,2,4
21750,48710,18900,22430,273,891.9,2775,62.18,99.68,10.47,2,2
20840,54450,19580,39150,257.7,862.3,2829,60.81,100.19,11,2,4
30200,47030,20640,29790,325.3,1151,3234,65.13,99.95,10.8,2,1
52970,24950,27490,25270,610.8,2575,5549,61.39,54.08,6.59,2,5
28250,46960,21200,23940,296.1,959.1,3114,63.94,99.95,11.51,2,1
24730,50190,17880,20820,230.1,699,2475,63.17,99.99,11.97,1,1
19200,49430,18000,19150,235.4,735.2,2522,61.7,99.72,11.16,2,4
30810,42430,23580,32530,377.5,1345,3794,62.62,99.83,9.9,2,3
17580,48930,16230,17020,241.8,734.3,2322,61.89,100.3,10.93,2,2
41030,29790,28790,20700,439.5,1528,4670,61.57,54.35,6.19,2,1
15970,42180,14180,11200,196.3,618.1,1983,62.46,55.25,7.51,1,2
12450,65580,11070,39020,165.6,541.3,1573,61.33,74.07,10.74,1,1
82560,7411,14760,43700,1706,10040,7233,61.35,53.92,6.55,1,6
88530,7193,6049,38950,3111,23630,7910,58.9,55.21,9.5,2,6
26360,46180,20390,20220,283.7,908.5,2969,63.87,99.95,11.55,2,1
54560,23090,27990,30370,645.2,2715,5761,60.33,54.08,6.64,2,5
47840,36880,25750,21660,345.6,1103,3816,60.83,53.96,7.27,1,1
34570,44400,23030,38230,386.6,1385,3758,61.68,99.83,12.55,2,5
23880,54420,18910,34860,263.6,856.3,2745,64.18,99.91,11.35,2,1
56070,32890,29900,35660,415.7,1465,4749,58.98,53.96,7.11,1,1
15340,59980,13520,34030,205,654.3,1943,64.64,73.79,9.19,1,5
22620,49560,20100,31150,308.6,1009,3032,61.91,99.72,11.15,2,3
28300,61000,16300,48080,211.4,641.6,2241,61.2,100.15,13.01,1,1
14560,46460,17350,27350,270.7,1018,2709,62.06,72.93,8.75,2,3
34710,31220,27380,15560,337.3,1126,4045,61.04,54.55,5.38,1,2
55690,22680,27780,31220,660.5,2825,5829,59.76,54.16,6.77,2,5
29700,49110,19950,43540,340.8,1265,3254,61.42,99.95,13.33,2,5
44800,30250,28760,21170,448.1,1517,4654,61.53,54.59,6.1,1,5
12660,62910,11550,30560,166.1,510.1,1600,63.23,73.64,9.87,1,1
34260,33620,25370,19190,414.5,1380,4063,61.33,55.52,6.82,2,3
33840,31370,27410,16240,341.4,1108,4029,60.26,54.51,5.44,1,2
18950,57620,16320,31850,234.2,700.3,2300,63.89,99.95,12.09,2,1
14050,55580,14130,21960,223.1,655.2,2011,61.9,99.99,11.5,2,2
20220,59350,16330,38720,233.6,650.8,2255,63.25,99.99,11.88,1,5
43450,29290,29790,28060,501.1,1867,5175,58.88,55.41,6.22,2,4
16420,64490,12610,38010,182.9,524.8,1728,62.6,99.87,12.93,1,1
76030,7242,16260,36010,1605,9357,7363,64.13,100.03,11.24,1,6
100100,7305,6101,63540,3142,21740,7749,57.18,54,7.7,1,6
20860,53440,17630,25330,246.5,756.9,2503,63.83,99.95,11.73,2,1
21390,46490,19180,17730,252.4,802.5,2723,61.68,99.72,11.08,2,4
96470,7305,6049,69750,3283,23030,7544,55.69,74.54,12.65,1,6
45640,27990,30130,37440,536,1978,5347,58.19,55.44,6.09,2,4
14100,57740,11570,20300,171.3,525.2,1614,64.32,100.07,10.8,1,2
60750,15610,24970,28460,900.7,4122,6441,59.97,55.29,5.54,2,3
56600,21880,27780,33720,677.2,2913,5910,59.54,54,6.84,2,5
81270,7277,7123,46550,2506,18240,7774,64.03,99.95,11.3,1,6
104200,7305,6003,63380,3782,29310,7833,54.6,54.66,9.06,1,6
57740,21580,26810,33540,702.3,3177,5992,58.9,54.04,7.03,2,5
86360,7256,6026,43290,3217,27690,7928,58.03,99.87,13.33,2,6
62640,18370,25560,36330,815.4,3885,6366,58.38,53.96,7.06,2,5
87980,3814,12210,34830,2277,14100,7663,48.39,54.82,10.76,2,6
25220,49530,18130,20410,233,713.2,2515,63.19,99.95,11.89,1,1
56630,21790,27840,33900,678.5,2903,5913,59.63,54.16,6.85,2,5
24730,36930,21390,13120,303.8,907.1,3086,61.22,55.6,6.64,2,2
12420,56340,11050,17700,170.8,502.5,1538,62.91,100.03,11.07,1,2
55690,22220,28010,33070,665,2808,5851,60.12,54.16,6.7,2,5
43500,35720,24540,34670,497.4,1946,4509,60.92,66.84,11.96,2,5
37230,40730,24280,31280,417,1491,4032,63.04,99.87,11.93,2,5
43880,36120,24260,33370,491.2,1928,4452,61.04,99.09,12.38,2,5
59720,22120,27730,39530,709.4,3098,6077,62.22,54.51,5.81,2,1
22070,56910,17990,39420,253.6,814.5,2595,64.2,99.95,11.47,2,1
71370,26430,27530,46270,645.2,2766,5738,58.12,54.04,7.31,1,1
15380,59650,14700,33490,217.2,659.6,2079,63.14,75.43,9.86,1,5
29210,49040,20940,40720,342.6,1189,3307,62.95,99.79,12.91,2,5
47190,34210,28930,31220,395.1,1362,4506,61.49,54.04,6.15,1,1
88470,3814,9513,33650,2318,14870,7695,53.91,54.31,8.26,2,6
19970,59760,15740,36470,225.4,624.2,2162,63.72,99.95,12.08,1,5
10330,61290,9170,21330,157.5,454.3,1294,63.23,100.07,11.04,1,2
24790,52820,19520,31620,270.7,870.8,2831,64.06,99.87,11.55,2,1
34980,49990,20010,28440,262.4,827.9,2845,61.73,100.07,12.77,1,1
77030,8893,17880,33600,1438,7429,6951,61.47,53.84,6.5,1,6
14900,44780,17730,28570,286,1108,2834,61.95,72.47,8.84,2,3
21990,53050,18170,26150,251.2,775.5,2581,63.82,99.95,11.48,2,1
35270,33260,27100,18290,336.1,1157,4046,61.86,54.43,5.32,1,2
82450,7277,6363,46220,2679,20330,7845,63.79,99.95,11.15,1,6
42410,29060,30010,30460,493.1,1766,5095,58.43,55.17,6.19,2,4
16230,56660,13830,42260,177.7,807.1,2108,61.33,73.99,10.06,1,1
81910,7305,6551,48780,2632,19540,7810,63.74,99.83,11.19,1,6
15140,51100,16760,27680,261.2,897.6,2529,62.15,72.58,8.87,2,3
72520,13340,21720,33320,1028,5161,6537,61.07,53.84,6.31,1,6
80170,7249,13230,42300,2049,12810,7640,63.46,99.95,11.43,1,6
29750,43160,23150,29210,367.9,1258,3654,61.94,100.22,10.72,2,3
35000,44500,22310,41460,391.5,1466,3747,60.89,99.87,12.72,2,5
91720,7200,15280,41720,2219,10880,7640,31.15,57.44,27.86,2,6
31040,30590,25310,11220,318.1,1016,3672,61.17,54.55,5.68,1,2
12500,48040,15440,25490,227.2,946.7,2416,63.92,73.13,9,2,1
82020,7221,14700,39020,1895,10240,7281,61.98,54.12,6.45,1,6
82560,7326,14680,42220,1748,10130,7238,61.49,53.92,6.51,1,6
47980,32360,29640,31490,418.2,1446,4691,59.32,54.74,6.65,1,1
16730,42980,14090,11810,195.1,618.5,1975,63.21,54.94,7.21,1,2
43810,31940,27880,18850,420.6,1381,4390,62.16,54.47,6.1,1,5
48610,22250,28290,25880,652.8,2495,5593,59.19,55.6,6.06,2,3
77220,7185,8935,38230,2307,15120,7524,65.17,73.91,9.18,1,6
56100,30400,27880,32630,469,1870,4908,60.21,53.92,6.59,1,5
56630,32990,29850,34830,416.4,1480,4759,58.97,53.92,7.07,1,1
88780,7263,6014,44800,3134,27600,7931,50.25,99.99,18.43,2,6
80850,7207,12430,39290,2120,14010,7714,63.47,99.99,11.17,1,6
9272,56400,11340,19770,195.1,596,1650,62.11,72.93,8.83,2,2
51640,34510,25600,22710,404.2,1475,4188,61.57,53.96,6.84,1,5
36150,29470,27290,19690,477.6,1652,4600,59.26,55.68,5.98,2,2
39510,29300,26960,23950,528.5,2000,4907,59.71,55.76,5.84,2,2
90350,7038,14750,37690,1942,11120,7573,36.54,56.3,18.8,2,6
52270,32620,27540,28930,426.1,1642,4623,60.47,53.88,6.65,1,5
17130,49420,15970,17170,239.5,721.8,2280,61.86,100.15,11.03,2,2
15170,46580,17810,28740,270.1,1009,2758,61.99,72.27,8.65,2,3
81480,7235,8047,40370,2325,16480,7782,63.61,99.95,11.31,1,6
14780,57700,14870,28100,228.9,684.3,2119,62,99.79,11.02,2,2
23050,54160,18750,31420,258.3,812.7,2684,63.92,99.95,11.68,2,1
28180,44460,22550,28800,352.2,1176,3501,61.76,99.76,10.64,2,3
39610,30920,29110,20280,439.5,1534,4719,59.57,55.25,6.19,2,4
18630,48730,17040,17770,247.7,754.6,2432,61.87,99.79,10.81,2,2
20730,54980,19820,46040,264.2,875.5,2871,60.81,100.11,10.6,2,4
23980,48080,20760,29270,317.5,1035,3139,61.78,99.83,10.9,2,3
90290,7277,6003,46590,3112,27400,7929,46.63,99.99,21.93,2,6
36570,36220,25800,27900,393.9,1530,4270,62.22,54.2,6.09,1,2
86180,7263,6020,43780,3222,27770,7928,58.43,99.95,13.29,2,6
36500,29120,28700,17480,429.2,1457,4579,59.42,55.09,5.98,2,4
88100,3814,9120,34750,2322,14980,7697,54.82,54.04,7.94,2,6
21700,47330,19470,19300,254.7,810.4,2764,61.55,99.79,11.11,2,4
15650,49260,12680,13710,185.2,568.5,1774,63.05,100.03,10.61,1,2
40080,30320,28000,16840,420,1459,4490,62.32,54.35,6.24,2,1
25490,47210,21510,36120,336.1,1145,3335,62.19,100.26,10.97,2,3
24300,56280,16590,29190,219.6,654.3,2287,63.96,99.83,11.69,1,1
56970,21780,27610,33830,683.6,2967,5936,59.27,54.12,6.83,2,5
35830,29300,28250,15690,420.6,1425,4491,59.75,54.98,5.92,2,4
76360,10790,18990,35780,1257,6676,6834,60.95,53.8,6.47,1,6
32670,40210,24080,26450,392.7,1355,3869,61.93,99.64,10.81,2,3
60430,21670,25500,29430,738.6,3545,6078,59.26,54.16,7.18,2,5
18210,61960,14370,34910,193.4,534.1,1929,62.97,99.87,12.5,1,1
51500,21820,27820,24850,674,2736,5751,59.86,55.21,5.96,2,3
14110,64360,11520,37190,166.7,552.8,1633,64.37,73.75,9.49,1,1
30670,54740,17350,36830,256.5,919.9,2619,63.1,100.07,11.99,1,5
23110,48600,20560,24220,266.5,855.8,2937,61.15,99.95,10.82,2,4
44460,34260,28460,24360,377.5,1254,4323,61.79,54,6.34,1,1
37230,29510,28940,20160,437.7,1495,4653,59.04,55.05,6.08,2,4
12190,65020,11090,38430,158.1,536.2,1571,61.3,74.03,10.63,1,1
87430,7024,9102,36180,2278,14960,7695,55.2,54.51,7.8,2,6
36940,29530,28690,17510,429.8,1467,4594,59.52,55.25,6.03,2,4
51140,23640,29560,22520,628,2123,5412,61.73,99.99,9.04,2,2
88780,7038,13310,37660,2084,12620,7611,42.7,55.52,13.92,2,6
46080,30030,29270,27590,521,1954,5195,59.31,55.37,6.21,2,4
67180,14740,26730,33040,960.2,3898,6587,61.77,100.03,8.87,2,3
49130,32870,27700,29430,425.5,1551,4550,60.45,53.84,6.73,1,5
22570,55260,18520,33620,255.3,800.2,2645,63.96,99.95,11.51,2,1
18310,51370,17080,21370,246.5,764.6,2443,61.94,99.76,10.78,2,2
41460,28300,26530,21710,548.5,2174,5018,60.17,55.05,5.79,2,2
15490,49800,12570,13990,184.1,562.6,1756,63.1,100.03,10.66,1,2
102700,7305,6026,62390,3448,25150,7791,55.54,54.2,8.37,1,6
15730,60570,11520,32130,171.3,629.4,1695,63.08,74.18,9.89,1,5
32940,29200,26290,14220,434.7,1494,4298,59.82,55.37,6.2,2,2
20530,51420,19190,25210,247.7,777.4,2700,61.24,100.07,11.22,2,4
43360,33230,29200,25720,378.1,1229,4390,60.74,54.39,6.1,1,1
7880,60340,8138,19000,146,440.3,1172,63.56,72.15,8.46,1,2
23930,48780,20820,34940,320.5,1069,3176,61.87,99.64,11.12,2,3
11700,55110,13590,24240,176.5,660,1956,64.06,73.36,9.41,2,1
13310,52010,14290,30610,205.6,901.9,2245,63.94,73.91,9,1,1
40380,28430,29610,23740,473.3,1634,4898,58.84,55.01,5.9,2,4
93590,7305,6003,68000,3721,33830,7858,56.77,100.15,15.25,1,6
38460,39670,24630,31000,428.5,1547,4131,62.82,99.91,12.17,2,5
15280,53470,14950,20240,228.3,672.8,2120,61.83,99.91,11.05,2,2
91000,7305,6020,67520,3299,25900,7740,59.51,100.03,13.24,1,6
56550,23240,26490,29490,668.9,3068,5840,59.4,54.16,7.08,2,5
14970,57910,15470,28590,215.5,632.9,2140,61.64,100.07,11.3,2,4
77560,7637,17100,33240,1614,8097,7066,61.91,53.96,6.62,1,6
51910,21490,27890,25670,684.3,2749,5780,59.7,55.29,5.88,2,3
36820,36370,24380,15700,309.8,921.3,3457,62.24,54.39,6.53,1,1
30190,55450,18300,34350,232.4,705.2,2529,61.76,100.11,12.71,1,1
50840,27770,29550,34990,539.1,2092,5380,61.83,54.35,5.92,2,1
14330,55510,14430,29270,198,700.8,2083,63.75,74.07,9.18,1,5
21920,49580,19890,23880,256.5,817.7,2822,61.2,99.95,11.07,2,4
29670,34500,24390,13470,324.7,964,3503,60.8,55.13,6.43,2,4
16380,48650,13000,13630,185.8,581.4,1820,63.25,100.03,10.42,1,2
26970,47850,20600,23650,285.4,916.1,3005,63.89,99.91,11.59,2,1
31170,41500,23570,26430,380,1280,3732,61.81,99.79,10.62,2,3
22030,54020,16610,23570,215.5,628.1,2264,63.19,99.87,11.96,1,1
86590,7249,6014,42690,3198,28250,7928,56.26,99.95,14.51,2,6
40700,30260,29410,22670,462.2,1658,4893,59.27,55.29,6.11,2,4
34540,31880,26880,15210,332.5,1124,3979,61.85,54.43,5.45,1,2
80800,7178,12280,38010,2122,14250,7719,63.54,99.95,11.21,1,6
12630,64260,10730,29710,166.7,503,1503,64.59,100.03,10.98,1,2
42980,39520,23250,21610,314.5,986.2,3389,61.08,53.96,7.58,1,1
16860,52610,16100,21150,237.7,715,2289,61.83,99.91,10.89,2,2
45200,29830,29520,26360,466.5,1681,4939,61.64,54.35,6.05,2,1
45800,29680,29630,27950,472.7,1706,4978,61.49,54.35,6.04,2,1
16050,57730,15780,32700,240.1,751.5,2282,62.19,99.68,10.75,2,2
70170,14130,22450,29910,957.5,4692,6374,61.48,53.84,6.27,1,6
47210,24610,25800,23430,653.5,2833,5517,60.18,55.41,5.89,2,2
10790,65780,9114,29130,153.5,465.9,1297,64.79,100.07,10.88,1,2
17120,57000,17300,32440,230.1,692.7,2405,61.16,100.03,11.11,2,4
16860,50920,15950,18570,234.8,712.8,2267,61.89,99.72,11.12,2,2
19190,62000,14010,34720,195.7,543.4,1897,63.92,99.91,12.38,1,1
38590,29140,29200,21940,454.3,1546,4747,58.9,55.17,5.92,2,4
12430,58600,10740,19780,164.4,490.4,1494,63.83,99.95,10.75,1,2
23000,49560,18620,21510,261.8,815,2671,63.87,99.99,11.56,2,1
95330,7305,6003,72760,3306,26070,7598,55.64,100.15,15.73,1,6
86240,7221,6026,40910,2998,25090,7910,56.79,100.07,13.85,2,6
31820,60170,16750,55400,224.8,788.3,2429,60.57,100.19,12.76,1,1
26590,57260,17190,37130,241.8,722.2,2417,62.82,100.03,12.46,1,5
55910,23900,28600,28740,615.3,2365,5519,61.95,54.39,5.59,1,5
86950,7221,6026,41540,3013,25690,7912,53.96,99.95,15.67,2,6
22900,53400,16910,23460,217.8,646.9,2315,62.99,99.95,12.08,1,1
75710,7390,16440,36620,1599,9148,7333,64.14,99.99,11.24,1,6
38890,29100,29330,22210,454.3,1551,4769,58.91,55.01,5.87,2,4
19330,60200,13760,34060,214.3,676.8,1989,62.95,98.23,10.56,1,5
35030,29380,27120,18190,462.9,1597,4516,59.25,55.76,6.14,2,2
26550,49410,18650,24880,271.2,906.1,2760,64.39,99.95,11.33,1,5
51810,21170,28050,27420,692.6,2748,5805,59.42,55.48,5.94,2,3
8410,53400,11340,21960,142,625.9,1673,64.21,72.15,8.04,1,2
90870,7305,6020,67150,3295,25680,7742,59.78,100.07,12.92,1,6
7451,59400,8017,18310,133.9,424.8,1146,63.89,72.08,8.28,1,2
44160,33510,29240,27450,380.6,1249,4419,60.55,54.39,6.23,1,1
90670,7277,6014,48220,3053,26450,7920,44.07,99.99,24.86,2,6
86360,3814,7081,32950,2875,18480,7827,57.64,54.23,8.08,2,6
55930,22330,27860,32250,667.6,2841,5862,59.81,54.04,6.92,2,5
80800,7305,7313,49290,2490,17860,7742,63.87,99.83,11.45,1,6
47690,32390,29590,30630,415.1,1437,4675,59.33,54.74,6.59,1,1
9252,57120,12680,25610,167.3,619.4,1818,61.65,72.74,9.09,2,4
42840,29980,28950,21140,443.2,1575,4742,61.91,54.35,6.05,2,1
43130,28460,30140,30270,499.3,1780,5132,58.46,55.21,6.08,2,4
37190,29590,27310,20770,489.4,1731,4682,59.36,55.29,6.01,2,2
13500,59120,13630,28080,204.4,657,1956,64.04,73.75,9.78,2,1
36600,37390,25070,28460,432.8,1577,4223,62.67,99.95,9.9,2,3
20900,62760,13400,46450,178.9,642.5,1919,61.17,74.07,10.71,1,1
93870,7305,6270,68860,3330,21090,7653,56.71,74.5,12.21,1,6
76600,3867,15560,34010,1644,10080,7443,64.11,99.99,11.34,1,6
80330,7305,7523,51500,2469,17440,7700,63.76,99.91,11.85,1,6
19490,48730,17630,18760,254.2,782.4,2527,61.9,99.83,10.71,2,2
39540,31850,27400,16710,401.8,1349,4290,62.58,54.47,6.35,2,1
39180,30300,29180,20870,448.1,1580,4781,59.33,55.37,6.11,2,4
16100,52540,15490,19920,231.8,694.5,2200,61.79,99.95,11.09,2,2
39780,36930,24680,17440,325.3,990.1,3568,62.94,54.04,6.69,1,1
47730,23220,28120,22530,629.2,2419,5495,59.62,55.6,5.81,2,3
35310,29980,27010,18140,462.2,1623,4530,59.65,55.72,6.02,2,2
90740,7143,6090,39120,2999,22280,7897,43.97,55.72,17.42,2,6
88040,7045,9326,36710,2252,14880,7689,55.14,54.35,7.79,2,6
91130,7277,6020,47930,3033,25870,7916,40.87,100.03,29.96,2,6
54990,22520,28060,31260,654.1,2752,5807,60.42,54.08,6.54,2,5
43450,28980,30130,32780,504.2,1825,5180,58.4,55.44,6.01,2,4
16060,49430,17750,29030,265.9,928.5,2678,62,72.62,8.83,2,3
18650,57230,18390,42180,241.2,797.5,2627,60.88,100.15,11.31,2,4
14530,53140,11830,15910,174.8,534.9,1652,63.69,100.03,10.64,1,2
13340,56600,13480,22770,218.4,630.7,1918,62.04,100.11,11.47,2,2
42170,28880,30050,28050,487.5,1728,5065,58.62,55.21,6.11,2,4
46580,30210,29260,28250,480.7,1656,4877,60.78,54.7,6.09,1,5
30380,37430,22820,15960,320.5,1002,3354,63.14,54.43,6.65,2,1
10860,63620,9120,24540,153.5,451.4,1286,64.35,100.03,11.09,1,2
37180,41120,24180,32300,413.3,1484,4008,62.71,99.79,12.28,2,5
16460,48520,13030,13590,187.6,583.1,1826,63.24,100.03,10.7,1,2
56020,22330,27790,32440,668.9,2861,5866,59.65,54.08,6.68,2,5
12690,57830,13240,25070,196.3,632.9,1892,64.14,73.52,9.66,2,1
48280,23410,27890,22770,633.1,2472,5517,59.74,55.41,6.09,2,3
48870,29250,29230,28800,491.8,1733,4948,61.47,54.59,5.9,1,5
56860,21860,27610,33490,682.3,2954,5921,59.3,54.12,6.8,2,5
40850,33000,28280,18830,357.7,1159,4197,61.51,54.31,6.27,1,1
18030,48890,16640,17330,242.4,743.8,2374,61.89,99.76,10.97,2,2
19140,49690,17970,19490,239.5,730.3,2517,61.56,99.87,11,2,4
35540,48360,19730,27670,286,984.8,2965,62.76,100.03,12.15,1,5
12550,59000,12710,25800,212.6,629,1829,62.12,99.95,11.35,2,2
82450,7446,14960,42530,1689,9841,7217,61.38,54,6.34,1,6
47400,23150,28220,25090,628.6,2402,5493,59.26,55.37,6.05,2,3
39060,39370,24690,31460,432.8,1571,4165,62.54,99.83,12.13,2,5
17140,52380,13040,17310,193.9,634.2,1870,64.64,100.03,11.29,1,2
34100,43900,23270,34160,382.4,1363,3774,62.99,99.83,12.25,2,5
78650,7270,14230,42650,1937,11540,7561,63.62,99.99,11.3,1,6
15150,43060,17960,29510,303.8,1206,2952,61.98,72.04,8.37,2,3
89530,7305,6733,65260,3147,19190,7607,60.05,74.42,10.94,1,6
100100,7305,6096,61990,3202,21970,7759,57.36,54.12,7.66,1,6
20640,53970,17540,26090,245.3,751,2485,63.82,99.95,11.75,2,1
24980,48920,19650,22710,271.8,858.6,2832,63.85,99.91,11.42,2,1
37740,40610,24370,32200,421.8,1510,4059,62.6,99.91,12.12,2,5
23610,48670,20880,25740,273,885.3,3005,61.04,100.26,11.03,2,4
51570,21810,27580,24270,675.9,2779,5754,59.99,55.01,5.91,2,3
24560,53600,18720,29250,252.4,735.7,2606,63.6,99.95,11.33,1,5
44740,28510,27640,21490,517.3,1820,4823,61.24,55.05,6.27,2,3
93120,7305,6003,66690,3723,33580,7873,57.51,99.91,14.61,1,6
9672,59340,11800,26970,197.4,644.7,1744,62.26,72.78,8.39,2,2
103100,7305,6014,63040,3538,26300,7801,54.95,54.35,8.51,1,6
81960,7277,6609,46730,2606,19400,7818,63.78,99.91,11.39,1,6
90870,7277,6020,49860,3034,25920,7908,43.96,100.07,25.01,2,6
59900,19680,30040,29230,738,2666,6040,61.56,99.99,9.1,2,4
24270,51520,19310,26680,265.3,834.4,2770,63.85,99.91,11.58,2,1
37320,28950,28920,18400,437.7,1495,4653,59.21,55.25,5.99,2,4
92180,7305,6003,69060,3418,28750,7786,57.96,100.46,13.98,1,6
81540,7305,6780,48830,2579,18910,7786,63.74,99.87,11.33,1,6
